"msepick2" "msearim2" "msearims2" "msearimsp12"
"212" 1869.59952400063 14131.0988169719 848.7568451822 513.83951759784
"213" 3184.76512884594 14636.3074011981 1161.58034398615 1022.77907138935
"214" 4476.5820427293 11596.4155285384 2802.73637052879 2345.5812009122
"215" 8945.97006350812 8999.73581844521 790.397990140048 726.714948755538
"216" 12145.4686644656 9937.87443304064 902.526399115696 614.467272870681
"217" 6366.07724441314 10067.761868026 923.461597063492 515.047449394555
"218" 4841.12271187202 13735.3392591829 1885.04798347012 1367.40647784182
"219" 2066.34388644967 11009.9617336159 613.594359833277 406.300243127135
"220" 2197.34279240571 13731.2388297443 954.541209304727 689.608733669155
"221" 777.248155653054 15451.9412933279 606.367940643172 551.24744564732
"222" 7682.63125540206 8337.930414091 192.781928587074 243.589875960307
"223" 10972.5283833125 10162.8679611715 141.648919214014 333.125276009151
"224" 5174.72544617192 9219.47374711385 98.583797230999 332.583173910554
"225" 2206.35210011476 10952.2031962335 118.634330885119 186.491431344142
"226" 395.363956986866 3999.5772777779 1408.36552824158 1497.85313803581
"227" 735.889937281285 2435.19976713295 602.770981773621 1022.86080948033
"228" 1268.81290153434 5062.92570710254 694.425315421444 577.187169876923
"229" 7069.87674707244 4814.37888755122 462.342206463883 400.394819143579
"230" 9508.63498964427 4241.63535935525 305.778117822482 589.939135376378
"231" 4754.02713375944 8793.81325118265 271.342712607653 491.295795458718
"232" 2399.69460001404 22937.5478995856 588.649142324667 200.59635471336
"233" 1450.90256630048 31272.7250508341 442.740821559423 128.64254121835
"234" 618.995080872815 33133.8064480065 1211.4265510119 308.800801933797
"235" 5024.13360122788 27504.176154135 1604.65307611847 1418.2493165653
"236" 8900.10213017532 27668.7293855134 1452.90665606782 966.235943870253
"237" 11478.1189210051 26637.0426508669 821.83444446203 419.052509534654
"238" 11260.4101091178 25170.7576705542 608.944799463966 494.999171377689
"239" 11916.2700823343 26493.7746393225 356.047664066895 216.823321755655
"240" 5203.97668070335 24456.487626054 400.550175445939 105.178979361949
"241" 1842.16774691674 26009.1717971435 583.487668601573 550.579753310131
"242" 638.086670339238 31664.7762863907 758.623860103178 1321.37003327522
"243" 4921.46971087037 32540.205835032 440.93263600577 663.693825390079
"244" 8573.86686098988 34234.61712349 568.902811110332 770.970910104945
"245" 4418.1050064364 32000.7227964266 365.01373474301 427.091948550364
"246" 2827.9549235308 47725.6263394942 1484.40884957107 1524.02685978101
"247" 2945.48445703754 48355.205772219 1507.22984954732 1405.59052875553
"248" 1496.13815642822 16512.7291243271 825.897148380465 997.150015112513
"249" 515.596054944963 15946.1048745288 1056.88309149214 1509.74464013676
"250" 7043.08868340049 20144.7495119769 526.386125125988 1266.75791636806
"251" 3901.14801811003 71732.0290372907 2845.91499917221 2023.99718190107
"252" 2868.49142588739 67959.4977492505 2253.98594521848 1661.03693100522
"253" 1458.39486164535 51542.5717151247 2602.00699223427 2988.42127899351
"254" 789.448616803376 50524.2111074904 2056.65642420993 2011.64773855339
"255" 1645.57096763388 54582.5028293429 2407.94065090888 1741.29477578365
"256" 6232.70818887295 53177.6572168225 3503.11170937693 2093.23560456362
"257" 9370.98124160519 57161.030562513 2352.77101854269 1283.25077504275
"258" 9180.70683721232 43266.3544268129 2510.78100309177 1112.80452587011
"259" 7810.68454893048 18070.2066835283 2228.0717492354 1530.18910649253
"260" 5377.96929963255 17236.2296805346 3452.68779594891 2426.58152619104
"261" 5860.69038850072 22569.3908571337 2155.29965142471 1116.2137654344
"262" 3575.24252839661 18058.3052312953 1778.1617132734 1944.33215804613
"263" 4603.92660754777 19370.0983756039 1866.17219032503 1756.71963811502
"264" 7701.64041108394 17785.4529053867 1238.40315950331 1233.70396264754
"265" 7985.17064508606 9026.9726752596 837.426157690335 1339.12899280697
"266" 4961.90538765904 13702.0310507032 2384.86668615752 2880.34494897824
"267" 3548.79892139561 14212.2610429296 2559.88485016797 3340.36761164269
"268" 2558.17226080777 15022.9264356421 1425.42760380289 2239.85340105828
"269" 2697.52220562127 10599.8357605297 1067.59736519614 1492.6325168443
"270" 5617.63514340647 12010.8652371629 363.375607927976 640.611423839504
"271" 4756.5681454001 19249.7749548592 1636.54881419003 1408.4583355332
"272" 7730.30552298812 26530.291134843 1395.01711345531 1080.8295302035
"273" 7586.35304941044 20871.3893881093 736.177235793911 499.21907432814
"274" 8738.17967088795 32618.0936413407 1047.75918833773 1052.4151173999
"275" 7698.37860141837 36014.2983514046 594.088484506856 725.229008345263
"276" 8458.85534701186 49655.3258022614 1431.31308339744 1488.45695152765
"277" 8051.96745342951 50404.5606066262 623.27337659628 711.929685244926
"278" 3425.13720461355 101616.800684036 2653.68308456034 2127.52130477947
"279" 1051.28764866989 131289.619840267 4736.72405862677 3573.85937532868
"280" 134.452029841997 169848.576141903 6233.83331045045 4578.35633954395
"281" 0.122135332008811 185747.002783359 7704.79185990269 5695.8920394244
"282" 0.119033070583556 213069.733453889 9092.643784353 6436.67556936924
"283" 0.118189596233004 260904.155143601 10296.4634844324 7351.08925082028
"284" 0.117364964855506 307152.909098681 11597.2405476701 8342.09497546989
"285" 5232.47925788448 251503.140408084 9116.45158328182 6483.20700967923
"286" 7638.64414736689 204426.927338014 7001.95381901256 4901.26637381618
"287" 3613.60797482081 161876.170153535 5524.3311283277 4026.90879266901
"288" 1202.99427146143 123100.100998989 3874.12695176325 2822.14361125861
"289" 698.281566735019 90888.2679691167 2824.85258184231 1855.06971691317
"290" 521.750067238578 57774.0917314367 1634.8752441841 1013.81239846207
"291" 1895.90361170847 23147.6293360182 894.616098794646 716.138353373081
"292" 3195.30514417286 21278.7327457501 2725.33240086544 3580.74523934659
"293" 8355.34297070266 42205.683196938 2468.00265785951 3146.61014943377
"294" 7315.58585737276 39041.4016594796 3858.56707154571 3850.02447132842
"295" 4131.21240154779 26261.2319004447 2423.73565194001 2340.5552062688
"296" 2897.85881509691 21295.4064639079 2170.38959380757 1496.05137472749
"297" 5744.00097558652 29995.7838366808 1462.06289253415 930.011887256018
"298" 2994.01961458841 28234.3173089902 1548.75037183777 653.185305249481
"299" 4490.39566269651 16303.0523930164 1814.42517234481 900.892207561863
"300" 6324.16511068412 9356.43040762501 2191.66119099522 1212.52312692122
"301" 6055.22807317872 18436.4556630782 2179.1087008493 1480.76788663812
"302" 2990.10540532557 33597.6819778119 1972.31713627293 1242.37942921291
"303" 2475.44027871264 33080.0708947937 1333.23783777604 907.120651202417
"304" 1103.41356235615 53964.1334976887 592.652330528313 332.146243726647
"305" 563.204250071984 43805.7797429398 68.9353699739283 31.0811200723369
"306" 5936.70259244303 44518.8837490464 236.625913331988 670.993533289846
"307" 7212.98297286491 42343.5744759779 345.03630262081 548.01655301431
"308" 3769.59486102038 22139.4148656927 202.362125283697 250.704950702536
"309" 1522.65699606422 15664.1854961414 69.6946883372669 121.406856571566
"310" 4088.41750038161 19965.1034510559 1092.49945835205 1190.17904425884
"311" 2075.31799355336 15819.1461709118 775.53387341443 773.11667161765
"312" 1581.73396581867 12930.6571137465 911.128533043867 676.651455826789
"313" 6129.67415668569 15185.7366302129 386.248025914399 239.306879269058
"314" 7457.69368706874 17698.043498902 206.63115275297 20.3638742244392
"315" 3550.11182357298 18490.1407979407 346.145464953709 203.512178600076
"316" 3465.38095547051 16480.1903105543 1223.29191006104 1054.8610011333
"317" 379.697339475872 13607.7970150041 946.607110614829 1179.3067296472
"318" 3585.70823736914 13699.1321790541 2411.24710992022 2442.4449141548
"319" 1266.04761745729 10233.6846480915 1049.51656508841 886.485279221661
"320" 6715.80108832135 7960.01618477851 849.651517760542 663.221264047595
"321" 9141.34871404452 11209.3974388495 1071.41585179662 664.891883258461
"322" 6359.62486322474 4660.58925341011 1011.90848617568 894.346618236412
"323" 3442.23398729059 10153.6209926308 1539.70303910797 1327.57855855964
"324" 1627.7673849801 10454.6439772316 1850.88685763599 2210.80580871317
"325" 480.077964821221 10294.1260465905 1004.55592981889 1140.96595220027
"326" 912.871017433962 9920.61302213542 805.985003082693 639.804970339621
"327" 5160.91744269054 9414.37894670997 512.778508883003 352.466223824652
"328" 7547.15667287853 10851.160430361 173.774302675615 135.86146568622
"329" 6026.75325656604 18015.8805688566 1218.84200064347 1697.2706051549
"330" 3803.52810462693 14894.0567872959 1077.00881720787 1208.94511182655
"331" 1404.78161183107 26943.1519032489 1581.79415005603 2668.74430611081
"332" 7337.13805524548 42174.6332932111 1387.94757160569 2416.26804672496
"333" 9067.77213748579 44528.6265523041 520.854059107791 919.619170817229
"334" 9480.22538194176 47067.1449118972 305.245333007483 652.165202571406
"335" 9447.60535422929 40903.765288895 44.5083190801538 129.84652811341
"336" 10868.0806651405 31506.642611559 3626.96203069854 2974.71467239647
"337" 14301.2084900223 30709.2094024233 7449.18956225748 6808.67964682871
"338" 16856.7017164005 12938.2353313614 10214.3894141098 10043.3114318188
"339" 17948.6999187217 7681.61803237941 12529.6885894068 12208.7027486826
"340" 14433.5078757744 8972.29822347643 11412.8734317225 11467.1227050198
"341" 16477.9059300669 10274.4003081117 9693.27669732862 9578.727377735
"342" 16272.6887603741 11137.6041111114 8028.78798062209 7388.51209306442
"343" 10490.3683259861 14361.9330369119 3168.95762303043 2942.93889652977
"344" 8235.88906988493 15844.1097998363 2767.79087753132 2001.46576405028
"345" 6522.96699978507 21606.4581438545 18597.954259444 2271.75265976176
"346" 16011.9108290736 11129.1097220506 13705.5894054713 6711.22735603433
"347" 15394.2282549467 12365.212870366 6869.64216238522 8438.33444663109
"348" 18818.2237345777 11279.8211079022 6285.18998301204 8513.53832578824
"349" 17195.6739925635 12038.8534276966 4650.7098977053 4454.42327514489
"350" 24669.3789660878 11697.93935562 12710.3606756477 11718.3776033817
"351" 16638.9764660247 11497.2663628817 10952.6783338529 12606.7896246894
"352" 9927.58900572443 13759.4290649113 8237.10126763559 6865.97245822479
"353" 11841.236148684 12641.5117929115 14497.2482707676 15303.3269896251
"354" 14612.2198105085 13043.5508170566 4114.1317488652 3878.83399861379
"355" 16195.3069215743 13092.7618556548 4074.59421603146 4283.07730826353
"356" 20137.0128019293 12456.8077697505 5692.90096913203 4751.67589687748
"357" 30077.3784483323 12668.5793023655 14866.9635845763 15793.1779962513
"358" 20082.1476353363 10852.1908262603 10170.8166252074 9462.60148301031
"359" 19737.753414465 29502.7739043047 8198.30887078987 8048.22313078002
"360" 23081.8721909372 24805.2321442306 8396.01979640912 8835.09599355887
"361" 20439.3185117819 28451.4585641085 8520.4060506372 10159.0126946645
"362" 20418.5574548983 33102.0020291628 5332.82763606293 8003.4169674494
"363" 21302.4888113524 31466.1128824958 5262.53784004056 6192.15725112966
"364" 14048.3234187557 32442.4311836045 4407.39648313818 6135.05110610976
"365" 8328.11447855886 31841.7381103966 9333.77825232902 9126.09982361206
"366" 3031.5920936699 11387.9619080694 6094.56441876796 4684.37805622713
"367" 3835.80065895811 18069.8375907592 10549.3980725789 10207.6160195853
"368" 7847.61216008569 9853.03008979387 11142.8158330954 11732.4713542914
"369" 11362.0177920829 9339.93654072188 6836.88297080965 6832.29184239692
"370" 13844.2282172642 9690.22938541024 8158.45631878582 6769.53770221116
"371" 8397.18659725954 6778.70663496266 6420.93748472406 6986.39577543345
"372" 12618.1811989393 5475.93597439948 4892.99794551532 6630.82824281137
"373" 16386.5092706563 8163.73658318628 8402.09568168424 7512.30104982867
"374" 14515.9501688902 4496.61946274567 7812.2286082699 7698.95473461657
"375" 17743.4015256038 4148.10310906862 9492.64669117701 8282.16052551732
"376" 23100.6713444796 3753.13493310795 10636.4628793441 11126.872671609
"377" 24025.0340540665 5811.81944979869 10559.4053057216 9926.44593541077
"378" 21111.1465633559 8747.80909510978 9616.84308992896 9904.6362528222
"379" 21320.9989730797 9277.71703976626 9352.2959963024 9370.57257790092
"380" 15665.5950863204 32634.0748493993 10299.1480912658 8434.18744969678
"381" 23767.3659250365 26918.8349145669 11660.1898673716 11278.3412871025
"382" 15955.0476964848 38111.3240072095 6068.00358049387 5799.55559023699
"383" 20288.7737545999 34986.8757844595 7865.79773360875 7773.16970609395
"384" 21340.3677090135 28570.3579214473 6382.59870153913 6195.98120219086
"385" 25141.173555103 21994.7190198981 8675.83438188898 9178.08207987213
"386" 16601.8961923251 18946.8270281564 5804.76001312043 6466.41197111474
"387" 8805.2364229875 6658.63384418088 4010.29982604842 5158.14173388065
"388" 11556.6094473394 7306.80966990285 3524.07624852378 5539.5815511326
"389" 11618.2591720965 6449.3103697232 3103.41424854269 3643.9509865139
"390" 18205.3924186605 4141.19503366563 3676.34774123457 5200.67372820278
"391" 22959.2419909883 4150.96070589636 6359.70861119145 6850.24261213702
"392" 26813.0762770255 2161.98202188813 7395.50761912116 9146.06017436908
"393" 19496.9904256751 3793.78345231823 3628.24435767208 5170.18465636757
"394" 16280.7979054742 2853.54735852143 4773.47657362446 6121.28134594887
"395" 33056.9596624828 2511.80899514551 10821.7933639741 12210.9196249904
"396" 29702.7472661947 1777.14047875933 11599.6847636603 11618.8320509394
"397" 29831.2084625206 1838.64529561238 12390.6902680356 15257.9516710046
